product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND01328,ICICI Index Fund,Hybrid,11.28,Low,Strong corporate earnings boost investor sentiment,USER1417,37,Moderate,child education,36-45
FUND01329,ICICI Index Fund,Debt,5.95,Low,Investors shift focus to emerging markets,USER0594,44,Low,retirement,36-45
FUND01330,SBI Value Fund,Debt,15.0,Low,Federal Reserve hints at interest rate cuts,USER0599,63,High,short-term gain,
FUND01331,ICICI Tax Saver Fund,Hybrid,19.65,Moderate,Markets rally as tech stocks gain momentum,USER0234,49,Moderate,tax saving,46-60
FUND01332,Axis Index Fund,Equity,18.09,Low,Economic growth forecasts revised upward,USER1138,48,Moderate,retirement,46-60
FUND01333,SBI Growth Fund,Balanced,10.93,High,Oil prices stabilize amid geopolitical tensions,USER1575,48,Low,long-term growth,46-60
FUND01334,SBI Value Fund,Sectoral,19.45,High,High-risk funds show unexpected performance,USER1933,42,Moderate,tax saving,36-45
FUND01335,Kotak Balanced Fund,Index,12.74,High,Index funds outperform actively managed peers,USER0544,30,High,child education,26-35
FUND01336,Axis Value Fund,Sectoral,10.31,High,Federal Reserve hints at interest rate cuts,USER1077,26,Moderate,short-term gain,26-35
FUND01337,HDFC Tax Saver Fund,Hybrid,8.93,Moderate,High-risk funds show unexpected performance,USER0782,42,Moderate,short-term gain,36-45
FUND01338,ICICI Tax Saver Fund,Index,10.49,Moderate,Markets rally as tech stocks gain momentum,USER0508,27,High,retirement,26-35
FUND01339,SBI Index Fund,Index,10.06,High,Strong corporate earnings boost investor sentiment,USER0308,38,Low,short-term gain,36-45
FUND01340,HDFC Tax Saver Fund,Debt,12.85,Moderate,Index funds outperform actively managed peers,USER0422,38,Moderate,child education,36-45
FUND01341,ICICI Balanced Fund,Equity,12.8,High,Oil prices stabilize amid geopolitical tensions,USER0986,57,Moderate,tax saving,46-60
FUND01342,SBI Balanced Fund,Debt,12.02,Low,Economic growth forecasts revised upward,USER0815,42,Moderate,short-term gain,36-45
FUND01343,ICICI Value Fund,Sectoral,14.18,High,Strong corporate earnings boost investor sentiment,USER1703,51,Low,long-term growth,46-60
FUND01344,HDFC Balanced Fund,Index,17.95,Moderate,Index funds outperform actively managed peers,USER0966,55,Moderate,long-term growth,46-60
FUND01345,HDFC Index Fund,Balanced,16.75,Moderate,Federal Reserve hints at interest rate cuts,USER1446,24,High,long-term growth,18-25
FUND01346,Axis Balanced Fund,Sectoral,4.58,Low,Federal Reserve hints at interest rate cuts,USER0683,31,Moderate,long-term growth,26-35
FUND01347,Axis Growth Fund,Debt,-0.77,Low,Economic growth forecasts revised upward,USER1941,35,High,child education,26-35
FUND01348,ICICI Tax Saver Fund,Sectoral,16.67,Low,Mutual funds see record inflows this quarter,USER1930,46,Low,child education,46-60
FUND01349,ICICI Tax Saver Fund,Equity,5.17,High,Financial sector poised for recovery,USER1625,36,Low,child education,36-45
FUND01350,ICICI Growth Fund,Debt,10.88,Moderate,Mutual funds see record inflows this quarter,USER0730,65,Low,short-term gain,
FUND01351,ICICI Tax Saver Fund,Index,6.15,High,Mutual funds see record inflows this quarter,USER1750,44,Low,tax saving,36-45
FUND01352,Kotak Growth Fund,Balanced,2.99,High,Index funds outperform actively managed peers,USER1743,50,High,child education,46-60
FUND01353,SBI Growth Fund,Debt,14.71,Moderate,Mutual funds see record inflows this quarter,USER0389,23,High,child education,18-25
FUND01354,Kotak Index Fund,Index,15.8,Low,Financial sector poised for recovery,USER1141,40,Moderate,tax saving,36-45
FUND01355,ICICI Index Fund,Sectoral,9.12,Low,Strong corporate earnings boost investor sentiment,USER1158,29,High,child education,26-35
FUND01356,Kotak Balanced Fund,Sectoral,-0.96,High,Investors shift focus to emerging markets,USER1033,44,Low,retirement,36-45
FUND01357,Kotak Value Fund,Debt,9.27,High,Federal Reserve hints at interest rate cuts,USER1335,45,Moderate,child education,36-45
FUND01358,SBI Index Fund,Sectoral,13.96,High,Financial sector poised for recovery,USER0666,32,Moderate,child education,26-35
FUND01359,HDFC Balanced Fund,Index,4.61,Moderate,Oil prices stabilize amid geopolitical tensions,USER0397,56,High,child education,46-60
FUND01360,ICICI Growth Fund,Equity,12.92,Low,High-risk funds show unexpected performance,USER1306,43,High,tax saving,36-45
FUND01361,Kotak Tax Saver Fund,Balanced,11.92,Moderate,Financial sector poised for recovery,USER0505,41,Moderate,long-term growth,36-45
FUND01362,ICICI Tax Saver Fund,Equity,14.9,Low,Oil prices stabilize amid geopolitical tensions,USER0136,27,Moderate,long-term growth,26-35
FUND01363,Axis Tax Saver Fund,Sectoral,12.6,Low,Federal Reserve hints at interest rate cuts,USER1732,55,Moderate,long-term growth,46-60
FUND01364,Kotak Tax Saver Fund,Equity,7.13,Low,Oil prices stabilize amid geopolitical tensions,USER0557,24,Low,long-term growth,18-25
FUND01365,Axis Balanced Fund,Sectoral,17.98,High,Economic growth forecasts revised upward,USER1852,39,Low,long-term growth,36-45
FUND01366,HDFC Index Fund,Sectoral,11.21,Moderate,Oil prices stabilize amid geopolitical tensions,USER0422,38,Moderate,child education,36-45
FUND01367,SBI Growth Fund,Balanced,11.86,High,Economic growth forecasts revised upward,USER0234,49,Moderate,tax saving,46-60
FUND01368,Axis Balanced Fund,Index,7.33,Moderate,Mutual funds see record inflows this quarter,USER0130,36,Moderate,tax saving,36-45
FUND01369,SBI Tax Saver Fund,Balanced,9.78,High,Financial sector poised for recovery,USER1472,28,Low,tax saving,26-35
FUND01370,Kotak Growth Fund,Index,7.58,Low,High-risk funds show unexpected performance,USER0747,38,Low,retirement,36-45
FUND01371,SBI Index Fund,Debt,11.14,Low,Investors shift focus to emerging markets,USER0538,35,Low,short-term gain,26-35
FUND01372,SBI Tax Saver Fund,Sectoral,20.56,Moderate,High-risk funds show unexpected performance,USER1991,23,Low,tax saving,18-25
FUND01373,SBI Balanced Fund,Equity,5.14,High,Economic growth forecasts revised upward,USER1215,25,Moderate,retirement,18-25
FUND01374,HDFC Tax Saver Fund,Sectoral,3.93,Low,High-risk funds show unexpected performance,USER0519,35,High,tax saving,26-35
FUND01375,Kotak Growth Fund,Index,19.36,High,Economic growth forecasts revised upward,USER0136,27,Moderate,long-term growth,26-35
FUND01376,ICICI Value Fund,Index,10.95,Moderate,Index funds outperform actively managed peers,USER1550,53,Low,retirement,46-60
FUND01377,HDFC Balanced Fund,Index,8.65,High,High-risk funds show unexpected performance,USER1722,28,High,retirement,26-35
FUND01378,Kotak Value Fund,Hybrid,17.2,High,High-risk funds show unexpected performance,USER1911,52,High,long-term growth,46-60
FUND01379,Axis Tax Saver Fund,Hybrid,8.97,High,High-risk funds show unexpected performance,USER1406,58,High,child education,46-60
FUND01380,SBI Index Fund,Debt,21.13,Moderate,Mutual funds see record inflows this quarter,USER0269,64,Moderate,retirement,
FUND01381,Kotak Tax Saver Fund,Index,15.39,Low,Financial sector poised for recovery,USER0553,51,Moderate,short-term gain,46-60
FUND01382,SBI Tax Saver Fund,Sectoral,9.56,Moderate,Oil prices stabilize amid geopolitical tensions,USER0727,52,Low,child education,46-60
FUND01383,SBI Value Fund,Sectoral,22.79,Moderate,Mutual funds see record inflows this quarter,USER0305,22,High,short-term gain,18-25
FUND01384,Axis Balanced Fund,Balanced,8.97,Low,Index funds outperform actively managed peers,USER0115,39,Moderate,tax saving,36-45
FUND01385,ICICI Index Fund,Balanced,15.71,Low,Economic growth forecasts revised upward,USER1084,43,High,short-term gain,36-45
FUND01386,HDFC Balanced Fund,Sectoral,13.5,Moderate,Federal Reserve hints at interest rate cuts,USER0982,24,Moderate,retirement,18-25
FUND01387,SBI Tax Saver Fund,Sectoral,18.51,High,Oil prices stabilize amid geopolitical tensions,USER1335,45,Moderate,child education,36-45
FUND01388,HDFC Balanced Fund,Index,19.81,High,Strong corporate earnings boost investor sentiment,USER1710,41,Moderate,retirement,36-45
FUND01389,HDFC Growth Fund,Debt,12.16,Moderate,Federal Reserve hints at interest rate cuts,USER1183,62,Moderate,child education,
FUND01390,Kotak Index Fund,Equity,8.23,Low,High-risk funds show unexpected performance,USER1022,58,High,long-term growth,46-60
FUND01391,SBI Balanced Fund,Hybrid,14.3,Low,Strong corporate earnings boost investor sentiment,USER0218,29,Moderate,long-term growth,26-35
FUND01392,Kotak Growth Fund,Balanced,8.61,Moderate,Financial sector poised for recovery,USER1075,61,High,child education,
FUND01393,Axis Tax Saver Fund,Balanced,22.07,High,Federal Reserve hints at interest rate cuts,USER1484,22,Low,short-term gain,18-25
FUND01394,SBI Tax Saver Fund,Equity,12.68,Low,Financial sector poised for recovery,USER1450,29,High,retirement,26-35
FUND01395,Axis Index Fund,Equity,10.17,Low,Mutual funds see record inflows this quarter,USER1661,24,Moderate,retirement,18-25
FUND01396,Kotak Value Fund,Debt,12.92,Low,Oil prices stabilize amid geopolitical tensions,USER1407,60,High,short-term gain,46-60
FUND01397,Kotak Tax Saver Fund,Sectoral,5.26,High,Index funds outperform actively managed peers,USER0003,39,Low,short-term gain,36-45
FUND01398,ICICI Tax Saver Fund,Debt,7.14,High,Markets rally as tech stocks gain momentum,USER0064,31,Moderate,child education,26-35
FUND01399,HDFC Value Fund,Debt,18.0,High,Index funds outperform actively managed peers,USER0770,36,Moderate,short-term gain,36-45
FUND01400,HDFC Balanced Fund,Equity,8.72,Moderate,Index funds outperform actively managed peers,USER1268,55,Low,short-term gain,46-60
FUND01401,Axis Value Fund,Balanced,6.77,Moderate,Strong corporate earnings boost investor sentiment,USER1875,34,Moderate,short-term gain,26-35
FUND01402,Axis Tax Saver Fund,Debt,14.68,High,Investors shift focus to emerging markets,USER0367,55,Low,child education,46-60
FUND01403,HDFC Growth Fund,Equity,17.93,High,Economic growth forecasts revised upward,USER0244,56,Moderate,tax saving,46-60
FUND01404,SBI Tax Saver Fund,Sectoral,15.59,Moderate,High-risk funds show unexpected performance,USER0577,34,Low,short-term gain,26-35
FUND01405,SBI Value Fund,Debt,16.98,High,Investors shift focus to emerging markets,USER0673,25,Low,short-term gain,18-25
FUND01406,ICICI Index Fund,Index,8.22,High,Oil prices stabilize amid geopolitical tensions,USER0969,40,Moderate,long-term growth,36-45
FUND01407,HDFC Value Fund,Debt,4.89,Moderate,Oil prices stabilize amid geopolitical tensions,USER1773,52,Low,child education,46-60
FUND01408,Kotak Growth Fund,Sectoral,19.51,Low,Financial sector poised for recovery,USER1964,28,High,long-term growth,26-35
FUND01409,Kotak Value Fund,Hybrid,10.39,Low,Financial sector poised for recovery,USER1237,25,Moderate,retirement,18-25
FUND01410,Kotak Value Fund,Sectoral,10.75,High,Markets rally as tech stocks gain momentum,USER0956,46,Low,short-term gain,46-60
FUND01411,SBI Index Fund,Index,18.64,High,High-risk funds show unexpected performance,USER1778,48,High,tax saving,46-60
FUND01412,Axis Balanced Fund,Hybrid,14.78,Moderate,Economic growth forecasts revised upward,USER1700,32,Moderate,retirement,26-35
FUND01413,Axis Tax Saver Fund,Equity,14.28,Moderate,Federal Reserve hints at interest rate cuts,USER0274,46,Moderate,tax saving,46-60
FUND01414,HDFC Value Fund,Equity,22.83,Moderate,Mutual funds see record inflows this quarter,USER1667,37,High,retirement,36-45
FUND01415,ICICI Balanced Fund,Hybrid,8.78,Moderate,Markets rally as tech stocks gain momentum,USER0308,38,Low,short-term gain,36-45
FUND01416,SBI Tax Saver Fund,Sectoral,16.64,Low,Markets rally as tech stocks gain momentum,USER1199,45,Moderate,long-term growth,36-45
FUND01417,SBI Balanced Fund,Hybrid,12.29,Low,Federal Reserve hints at interest rate cuts,USER0541,43,Low,retirement,36-45
FUND01418,Axis Value Fund,Equity,13.34,High,Federal Reserve hints at interest rate cuts,USER0046,47,Moderate,short-term gain,46-60
FUND01419,ICICI Index Fund,Hybrid,19.64,Moderate,Federal Reserve hints at interest rate cuts,USER1880,57,Moderate,child education,46-60
FUND01420,ICICI Tax Saver Fund,Hybrid,14.54,Low,Oil prices stabilize amid geopolitical tensions,USER0766,64,Low,retirement,
FUND01421,ICICI Index Fund,Balanced,14.69,Low,Financial sector poised for recovery,USER1234,47,High,retirement,46-60
FUND01422,ICICI Balanced Fund,Hybrid,17.36,Low,Federal Reserve hints at interest rate cuts,USER0481,26,Low,child education,26-35
FUND01423,ICICI Balanced Fund,Debt,10.18,High,Mutual funds see record inflows this quarter,USER1790,55,Moderate,tax saving,46-60
FUND01424,SBI Balanced Fund,Equity,7.8,Low,Strong corporate earnings boost investor sentiment,USER0661,35,Moderate,child education,26-35
FUND01425,HDFC Index Fund,Sectoral,6.78,Low,Index funds outperform actively managed peers,USER0270,60,Moderate,long-term growth,46-60
FUND01426,Kotak Growth Fund,Index,2.17,Moderate,Markets rally as tech stocks gain momentum,USER1654,38,Low,child education,36-45
FUND01427,Kotak Value Fund,Index,22.28,High,Strong corporate earnings boost investor sentiment,USER0957,52,High,tax saving,46-60
FUND01428,SBI Index Fund,Debt,6.48,High,Strong corporate earnings boost investor sentiment,USER0588,58,Moderate,long-term growth,46-60
FUND01429,SBI Index Fund,Debt,10.89,High,Investors shift focus to emerging markets,USER1426,56,High,tax saving,46-60
FUND01430,ICICI Growth Fund,Sectoral,10.62,Moderate,Oil prices stabilize amid geopolitical tensions,USER0593,49,Moderate,tax saving,46-60
FUND01431,Axis Tax Saver Fund,Equity,13.54,High,Economic growth forecasts revised upward,USER1101,35,High,retirement,26-35
FUND01432,SBI Index Fund,Balanced,16.08,Low,Strong corporate earnings boost investor sentiment,USER1959,50,Low,short-term gain,46-60
FUND01433,Axis Growth Fund,Balanced,16.3,High,High-risk funds show unexpected performance,USER0441,22,Low,short-term gain,18-25
FUND01434,Axis Value Fund,Balanced,9.08,Low,Financial sector poised for recovery,USER0281,33,High,long-term growth,26-35
FUND01435,HDFC Balanced Fund,Index,11.16,High,Investors shift focus to emerging markets,USER0662,37,High,long-term growth,36-45
FUND01436,HDFC Value Fund,Hybrid,13.41,High,Federal Reserve hints at interest rate cuts,USER0649,26,High,retirement,26-35
FUND01437,SBI Balanced Fund,Sectoral,10.76,Moderate,Strong corporate earnings boost investor sentiment,USER1046,57,High,long-term growth,46-60
FUND01438,ICICI Value Fund,Index,20.04,High,Financial sector poised for recovery,USER1524,22,Low,child education,18-25
FUND01439,SBI Value Fund,Debt,14.45,Moderate,Financial sector poised for recovery,USER1318,60,Moderate,child education,46-60
FUND01440,Axis Balanced Fund,Index,15.67,High,Markets rally as tech stocks gain momentum,USER1114,63,High,retirement,
FUND01441,SBI Value Fund,Index,15.31,Moderate,Federal Reserve hints at interest rate cuts,USER0762,25,High,child education,18-25
FUND01442,Axis Balanced Fund,Sectoral,17.87,Low,Markets rally as tech stocks gain momentum,USER1347,54,Low,tax saving,46-60
FUND01443,Kotak Balanced Fund,Equity,12.91,High,Index funds outperform actively managed peers,USER0076,47,Low,tax saving,46-60
FUND01444,SBI Balanced Fund,Sectoral,5.52,Moderate,Economic growth forecasts revised upward,USER1890,45,High,child education,36-45
FUND01445,Axis Balanced Fund,Debt,14.0,High,Federal Reserve hints at interest rate cuts,USER0135,23,Low,retirement,18-25
FUND01446,ICICI Index Fund,Equity,8.74,Low,Economic growth forecasts revised upward,USER0923,50,Low,child education,46-60
FUND01447,Axis Index Fund,Debt,9.36,High,Strong corporate earnings boost investor sentiment,USER0767,47,High,child education,46-60
FUND01448,Kotak Tax Saver Fund,Balanced,14.93,Moderate,High-risk funds show unexpected performance,USER0942,55,Moderate,tax saving,46-60
FUND01449,Axis Value Fund,Hybrid,18.19,High,Financial sector poised for recovery,USER1978,60,Low,child education,46-60
FUND01450,Kotak Growth Fund,Index,12.11,Low,Markets rally as tech stocks gain momentum,USER0415,23,Low,short-term gain,18-25
FUND01451,ICICI Growth Fund,Debt,13.54,Moderate,Strong corporate earnings boost investor sentiment,USER1532,22,Low,long-term growth,18-25
FUND01452,Axis Growth Fund,Index,20.51,High,Financial sector poised for recovery,USER1112,45,Low,long-term growth,36-45
FUND01453,SBI Value Fund,Hybrid,13.2,Moderate,Financial sector poised for recovery,USER1641,29,High,short-term gain,26-35
FUND01454,Kotak Tax Saver Fund,Hybrid,25.01,Moderate,Federal Reserve hints at interest rate cuts,USER1327,47,Low,child education,46-60
FUND01455,HDFC Index Fund,Equity,14.83,Moderate,Mutual funds see record inflows this quarter,USER1616,33,High,tax saving,26-35
FUND01456,Kotak Balanced Fund,Sectoral,3.2,High,High-risk funds show unexpected performance,USER0202,29,Low,child education,26-35
FUND01457,Kotak Balanced Fund,Hybrid,15.77,Moderate,Oil prices stabilize amid geopolitical tensions,USER0484,53,High,tax saving,46-60
FUND01458,SBI Tax Saver Fund,Index,13.91,High,Index funds outperform actively managed peers,USER1955,55,Moderate,short-term gain,46-60
FUND01459,Axis Growth Fund,Index,18.45,High,Markets rally as tech stocks gain momentum,USER1822,41,Low,child education,36-45
FUND01460,SBI Index Fund,Balanced,15.37,Low,Economic growth forecasts revised upward,USER1111,25,Moderate,retirement,18-25
FUND01461,ICICI Value Fund,Index,11.31,High,High-risk funds show unexpected performance,USER0056,28,Moderate,long-term growth,26-35
FUND01462,Kotak Tax Saver Fund,Index,5.88,Low,Financial sector poised for recovery,USER0543,52,High,long-term growth,46-60
FUND01463,HDFC Balanced Fund,Hybrid,10.95,Low,Financial sector poised for recovery,USER1231,29,Moderate,retirement,26-35
FUND01464,SBI Value Fund,Balanced,7.75,Moderate,Economic growth forecasts revised upward,USER1155,64,High,tax saving,
FUND01465,SBI Tax Saver Fund,Balanced,9.1,Moderate,High-risk funds show unexpected performance,USER0505,41,Moderate,long-term growth,36-45
FUND01466,SBI Index Fund,Hybrid,14.94,High,Oil prices stabilize amid geopolitical tensions,USER0064,31,Moderate,child education,26-35
FUND01467,Kotak Tax Saver Fund,Index,20.35,Moderate,Economic growth forecasts revised upward,USER0759,56,High,retirement,46-60
FUND01468,ICICI Balanced Fund,Equity,13.97,Low,High-risk funds show unexpected performance,USER1935,65,Low,tax saving,
FUND01469,ICICI Value Fund,Balanced,6.02,High,Investors shift focus to emerging markets,USER1687,22,High,tax saving,18-25
FUND01470,HDFC Balanced Fund,Debt,14.22,Moderate,Markets rally as tech stocks gain momentum,USER0551,48,Moderate,tax saving,46-60
FUND01471,HDFC Growth Fund,Equity,17.98,Moderate,Financial sector poised for recovery,USER0318,36,Moderate,short-term gain,36-45
FUND01472,Kotak Growth Fund,Equity,8.95,Moderate,Economic growth forecasts revised upward,USER0308,38,Low,short-term gain,36-45
FUND01473,Kotak Growth Fund,Equity,11.33,Moderate,Federal Reserve hints at interest rate cuts,USER1759,53,High,retirement,46-60
FUND01474,Kotak Balanced Fund,Equity,12.07,High,Markets rally as tech stocks gain momentum,USER1837,47,Low,retirement,46-60
FUND01475,Axis Value Fund,Debt,8.08,Low,Investors shift focus to emerging markets,USER1585,26,Moderate,short-term gain,26-35
FUND01476,SBI Index Fund,Balanced,15.24,Low,Oil prices stabilize amid geopolitical tensions,USER1722,28,High,retirement,26-35
FUND01477,ICICI Tax Saver Fund,Debt,11.4,Low,High-risk funds show unexpected performance,USER1807,22,Low,long-term growth,18-25
FUND01478,HDFC Value Fund,Hybrid,14.1,Moderate,Investors shift focus to emerging markets,USER1780,45,Moderate,short-term gain,36-45
FUND01479,Axis Tax Saver Fund,Hybrid,7.56,High,Economic growth forecasts revised upward,USER0532,45,Moderate,child education,36-45
FUND01480,Axis Balanced Fund,Balanced,9.81,High,Strong corporate earnings boost investor sentiment,USER1323,44,High,child education,36-45
FUND01481,ICICI Tax Saver Fund,Sectoral,15.61,Moderate,Oil prices stabilize amid geopolitical tensions,USER1648,35,Low,short-term gain,26-35
FUND01482,Kotak Index Fund,Sectoral,10.14,High,Investors shift focus to emerging markets,USER0902,45,Low,tax saving,36-45
FUND01483,Kotak Value Fund,Hybrid,20.63,Moderate,Markets rally as tech stocks gain momentum,USER1021,43,High,tax saving,36-45
FUND01484,Kotak Balanced Fund,Equity,10.0,Moderate,Mutual funds see record inflows this quarter,USER1758,36,Low,long-term growth,36-45
FUND01485,SBI Value Fund,Index,13.12,Moderate,Index funds outperform actively managed peers,USER0221,55,Low,child education,46-60
FUND01486,ICICI Value Fund,Equity,16.66,Low,Economic growth forecasts revised upward,USER1117,33,Moderate,long-term growth,26-35
FUND01487,Kotak Balanced Fund,Hybrid,4.91,Moderate,Financial sector poised for recovery,USER1995,58,High,short-term gain,46-60
FUND01488,Axis Tax Saver Fund,Equity,3.2,High,Financial sector poised for recovery,USER0505,41,Moderate,long-term growth,36-45
FUND01489,Axis Index Fund,Hybrid,4.37,Low,High-risk funds show unexpected performance,USER0729,47,Moderate,retirement,46-60
FUND01490,Axis Value Fund,Sectoral,18.31,Low,Investors shift focus to emerging markets,USER0617,31,Moderate,short-term gain,26-35
FUND01491,HDFC Tax Saver Fund,Hybrid,9.24,Low,Strong corporate earnings boost investor sentiment,USER1429,23,High,retirement,18-25
FUND01492,Axis Tax Saver Fund,Index,24.79,Moderate,Mutual funds see record inflows this quarter,USER1650,34,High,tax saving,26-35
FUND01493,ICICI Balanced Fund,Balanced,9.18,High,Financial sector poised for recovery,USER1914,37,Moderate,tax saving,36-45
FUND01494,Axis Index Fund,Debt,12.92,Moderate,High-risk funds show unexpected performance,USER0609,37,Low,child education,36-45
FUND01495,HDFC Index Fund,Balanced,19.71,Low,Federal Reserve hints at interest rate cuts,USER0773,47,Moderate,long-term growth,46-60
FUND01496,Kotak Tax Saver Fund,Balanced,22.03,High,Mutual funds see record inflows this quarter,USER1175,50,Moderate,long-term growth,46-60
FUND01497,SBI Value Fund,Balanced,22.31,High,Mutual funds see record inflows this quarter,USER1042,65,Moderate,retirement,
FUND01498,Kotak Value Fund,Index,18.04,Low,High-risk funds show unexpected performance,USER0777,34,Moderate,retirement,26-35
FUND01499,HDFC Balanced Fund,Debt,17.12,Moderate,Financial sector poised for recovery,USER0525,51,Low,child education,46-60
FUND01500,HDFC Index Fund,Sectoral,14.96,Moderate,Oil prices stabilize amid geopolitical tensions,USER1586,39,High,retirement,36-45
FUND01501,SBI Tax Saver Fund,Index,15.89,Low,Investors shift focus to emerging markets,USER0103,29,Moderate,child education,26-35
FUND01502,SBI Growth Fund,Debt,9.24,Low,High-risk funds show unexpected performance,USER0734,22,Low,long-term growth,18-25
FUND01503,Kotak Growth Fund,Debt,7.91,Low,High-risk funds show unexpected performance,USER0364,50,Moderate,retirement,46-60
FUND01504,SBI Value Fund,Debt,11.98,High,Markets rally as tech stocks gain momentum,USER0832,22,High,short-term gain,18-25
FUND01505,Axis Growth Fund,Debt,11.15,Low,Federal Reserve hints at interest rate cuts,USER0305,22,High,short-term gain,18-25
FUND01506,ICICI Growth Fund,Index,9.73,Low,Federal Reserve hints at interest rate cuts,USER0612,58,Low,retirement,46-60
FUND01507,SBI Index Fund,Hybrid,15.48,Moderate,Mutual funds see record inflows this quarter,USER0167,49,Low,child education,46-60
FUND01508,SBI Index Fund,Balanced,16.78,Low,Strong corporate earnings boost investor sentiment,USER1580,34,High,retirement,26-35
FUND01509,SBI Growth Fund,Debt,12.44,Low,Financial sector poised for recovery,USER1007,59,Moderate,retirement,46-60
FUND01510,SBI Index Fund,Equity,19.39,High,Federal Reserve hints at interest rate cuts,USER1211,45,High,long-term growth,36-45
FUND01511,Axis Balanced Fund,Debt,6.29,Moderate,High-risk funds show unexpected performance,USER0994,48,Moderate,retirement,46-60
FUND01512,Axis Growth Fund,Equity,11.03,High,High-risk funds show unexpected performance,USER1566,30,High,short-term gain,26-35
FUND01513,ICICI Index Fund,Index,8.42,Low,Oil prices stabilize amid geopolitical tensions,USER0377,44,Low,long-term growth,36-45
FUND01514,HDFC Balanced Fund,Index,2.67,High,Investors shift focus to emerging markets,USER1173,35,High,long-term growth,26-35
FUND01515,HDFC Tax Saver Fund,Balanced,11.59,Low,Economic growth forecasts revised upward,USER1976,61,Moderate,tax saving,
FUND01516,Axis Index Fund,Balanced,11.39,Moderate,Markets rally as tech stocks gain momentum,USER0763,48,Low,retirement,46-60
FUND01517,SBI Balanced Fund,Balanced,19.57,High,Financial sector poised for recovery,USER1152,29,Low,retirement,26-35
FUND01518,HDFC Tax Saver Fund,Sectoral,15.15,Low,Economic growth forecasts revised upward,USER1879,43,Moderate,long-term growth,36-45
FUND01519,SBI Index Fund,Balanced,6.88,Moderate,Index funds outperform actively managed peers,USER1229,31,High,child education,26-35
FUND01520,ICICI Value Fund,Equity,21.27,High,Mutual funds see record inflows this quarter,USER0847,50,Low,tax saving,46-60
FUND01521,ICICI Growth Fund,Debt,18.11,High,Economic growth forecasts revised upward,USER1335,45,Moderate,child education,36-45
FUND01522,Axis Value Fund,Equity,14.91,Low,Index funds outperform actively managed peers,USER0772,28,Moderate,retirement,26-35
FUND01523,SBI Tax Saver Fund,Equity,10.87,Moderate,Index funds outperform actively managed peers,USER1023,65,Low,retirement,
FUND01524,ICICI Growth Fund,Equity,7.2,High,Index funds outperform actively managed peers,USER0491,38,Moderate,child education,36-45
FUND01525,Axis Tax Saver Fund,Debt,10.14,Moderate,Index funds outperform actively managed peers,USER1222,48,Low,long-term growth,46-60
FUND01526,HDFC Balanced Fund,Debt,17.44,Moderate,Economic growth forecasts revised upward,USER0239,36,High,short-term gain,36-45
FUND01527,HDFC Tax Saver Fund,Hybrid,21.42,High,Federal Reserve hints at interest rate cuts,USER1388,37,High,child education,36-45
FUND01528,HDFC Growth Fund,Hybrid,19.72,High,Markets rally as tech stocks gain momentum,USER1393,45,Low,long-term growth,36-45
FUND01529,ICICI Tax Saver Fund,Equity,9.56,Low,Index funds outperform actively managed peers,USER1212,34,High,child education,26-35
FUND01530,Axis Balanced Fund,Hybrid,6.4,High,Mutual funds see record inflows this quarter,USER1013,41,Moderate,short-term gain,36-45
FUND01531,SBI Index Fund,Balanced,12.7,Low,Financial sector poised for recovery,USER1183,62,Moderate,child education,
FUND01532,HDFC Index Fund,Hybrid,3.16,High,High-risk funds show unexpected performance,USER0935,25,Low,retirement,18-25
FUND01533,ICICI Value Fund,Equity,13.62,Moderate,Oil prices stabilize amid geopolitical tensions,USER0433,38,High,retirement,36-45
FUND01534,Axis Tax Saver Fund,Hybrid,11.26,High,Mutual funds see record inflows this quarter,USER1157,25,Low,short-term gain,18-25
FUND01535,Axis Balanced Fund,Sectoral,9.67,Low,Index funds outperform actively managed peers,USER0700,45,High,retirement,36-45
FUND01536,Kotak Value Fund,Hybrid,4.03,High,Economic growth forecasts revised upward,USER1189,55,Moderate,retirement,46-60
FUND01537,Axis Value Fund,Sectoral,14.57,High,High-risk funds show unexpected performance,USER0413,24,High,short-term gain,18-25
FUND01538,ICICI Growth Fund,Sectoral,9.34,Low,Financial sector poised for recovery,USER0828,43,Low,short-term gain,36-45
FUND01539,Axis Value Fund,Hybrid,6.15,High,Strong corporate earnings boost investor sentiment,USER1557,35,Low,short-term gain,26-35
FUND01540,SBI Index Fund,Equity,-2.36,High,Oil prices stabilize amid geopolitical tensions,USER1903,30,Moderate,tax saving,26-35
FUND01541,Kotak Index Fund,Balanced,11.86,Low,Oil prices stabilize amid geopolitical tensions,USER0452,42,Moderate,long-term growth,36-45
FUND01542,HDFC Tax Saver Fund,Hybrid,20.86,High,Economic growth forecasts revised upward,USER0742,52,Low,long-term growth,46-60
FUND01543,ICICI Value Fund,Balanced,20.31,Low,Strong corporate earnings boost investor sentiment,USER0503,29,Moderate,child education,26-35
FUND01544,Kotak Index Fund,Debt,9.71,High,Strong corporate earnings boost investor sentiment,USER0605,41,Moderate,child education,36-45
FUND01545,Axis Tax Saver Fund,Debt,8.99,High,High-risk funds show unexpected performance,USER1731,26,High,long-term growth,26-35
FUND01546,SBI Value Fund,Index,14.34,High,Markets rally as tech stocks gain momentum,USER1954,30,Moderate,tax saving,26-35
